0.2835802706423676,21,-
0.28343601757007875,26,-
0.28343601757007875,31,-
0.28343601757007875,36,-
0.28343601757007875,41,-
0.28343601757007875,46,-
0.28343601757007875,51,-
0.28343601757007875,56,-
0.28343601757007875,61,-
0.28343601757007875,66,-
0.28343601757007875,71,-
0.28343601757007875,76,-
0.28343601757007875,81,-
0.28343601757007875,86,-
0.28343601757007875,91,-
0.28343601757007875,96,-
0.2835802706423676,21,-
0.28343601757007875,26,-
0.28343601757007875,31,-
0.28343601757007875,36,-
0.28343601757007875,41,-
0.28343601757007875,46,-
0.28343601757007875,51,-
0.28343601757007875,56,-
0.28343601757007875,61,-
0.28343601757007875,66,-
0.28343601757007875,71,-
0.28343601757007875,76,-
0.28343601757007875,81,-
0.28343601757007875,86,-
0.28343601757007875,91,-
0.28343601757007875,96,-
0.2835802706423676,21,-
0.28343601757007875,26,-
0.28343601757007875,31,-
0.28343601757007875,36,-
0.28343601757007875,41,-
0.28343601757007875,46,-
0.28343601757007875,51,-
0.28343601757007875,56,-
0.28343601757007875,61,-
0.28343601757007875,66,-
0.28343601757007875,71,-
0.28343601757007875,76,-
0.28343601757007875,81,-
0.28343601757007875,86,-
0.28343601757007875,91,-
0.28343601757007875,96,-
0.2835802706423676,21,-
0.28343601757007875,26,-
0.28343601757007875,31,-
0.28343601757007875,36,-
0.28343601757007875,41,-
0.28343601757007875,46,-
0.28343601757007875,51,-
0.28343601757007875,56,-
0.28343601757007875,61,-
0.28343601757007875,66,-
0.28343601757007875,71,-
0.28343601757007875,76,-
0.28343601757007875,81,-
0.28343601757007875,86,-
0.28343601757007875,91,-
0.28343601757007875,96,-
0.2835802706423676,21,-
0.28343601757007875,26,-
0.28343601757007875,31,-
0.28343601757007875,36,-
0.28343601757007875,41,-
0.28343601757007875,46,-
0.28343601757007875,51,-
0.28343601757007875,56,-
0.28343601757007875,61,-
0.28343601757007875,66,-
0.28343601757007875,71,-
0.28343601757007875,76,-
0.28343601757007875,81,-
0.28343601757007875,86,-
0.28343601757007875,91,-
0.28343601757007875,96,-
0.2835802706423676,21,-
0.28343601757007875,26,-
0.28343601757007875,31,-
0.28343601757007875,36,-
0.28343601757007875,41,-
0.28343601757007875,46,-
0.28343601757007875,51,-
0.28343601757007875,56,-
0.28343601757007875,61,-
0.28343601757007875,66,-
0.28343601757007875,71,-
0.28343601757007875,76,-
0.28343601757007875,81,-
0.28343601757007875,86,-
0.28343601757007875,91,-
0.28343601757007875,96,-
0.2835802706423676,21,-
0.28343601757007875,26,-
0.28343601757007875,31,-
0.28343601757007875,36,-
0.28343601757007875,41,-
0.28343601757007875,46,-
0.28343601757007875,51,-
0.28343601757007875,56,-
0.28343601757007875,61,-
0.28343601757007875,66,-
0.28343601757007875,71,-
0.28343601757007875,76,-
0.28343601757007875,81,-
0.28343601757007875,86,-
0.28343601757007875,91,-
0.28343601757007875,96,-
